GO	GENE	CLASS
GO:0005524	NCU07024	MF
GO:0004672	NCU07024	MF
GO:0006468	NCU07024	BP
GO:0005524	NCU07024	MF
GO:0004672	NCU07024	MF
GO:0006468	NCU07024	BP
GO:0005524	NCU07024	MF
GO:0005975	NCU07027	BP
GO:0008184	NCU07027	MF
GO:0004645	NCU07027	MF
GO:0005975	NCU07027	BP
GO:0030170	NCU07027	MF
GO:0016491	NCU07029	MF
GO:0055114	NCU07029	BP
GO:0050660	NCU07029	MF
GO:0003723	NCU07029	MF
GO:0033897	NCU07029	MF
GO:0050660	NCU07029	MF
GO:0071949	NCU07029	MF
GO:0055114	NCU07030	BP
GO:0016614	NCU07030	MF
GO:0005515	NCU07032	MF
GO:0008061	NCU07035	MF
GO:0005975	NCU07035	BP
GO:0005975	NCU07035	BP
GO:0004553	NCU07035	MF
GO:0003676	NCU07036	MF
GO:0003676	NCU07036	MF
GO:0006139	NCU07036	BP
GO:0008408	NCU07036	MF
GO:0005515	NCU07037	MF
GO:0003723	NCU07041	MF
GO:0003676	NCU07041	MF
GO:0016603	NCU07043	MF
GO:0008270	NCU07043	MF
GO:0008171	NCU05192	MF
GO:0003677	NCU05194	MF
GO:0042555	NCU05194	CC
GO:0005634	NCU05194	CC
GO:0003678	NCU05194	MF
GO:0006270	NCU05194	BP
GO:0005524	NCU05194	MF
GO:0003677	NCU05194	MF
GO:0005524	NCU05194	MF
GO:0006270	NCU05194	BP
GO:0003677	NCU05194	MF
GO:0006260	NCU05194	BP
GO:0005524	NCU05194	MF
GO:0016021	NCU05198	CC
GO:0006865	NCU05198	BP
GO:0055085	NCU05198	BP
GO:0016020	NCU05198	CC
GO:0055085	NCU05198	BP
GO:0005515	NCU05200	MF
GO:0004252	NCU05200	MF
GO:0006508	NCU05200	BP
GO:0071805	NCU05201	BP
GO:0016020	NCU05201	CC
GO:0005267	NCU05201	MF
GO:0001664	NCU05206	MF
GO:0003924	NCU05206	MF
GO:0005525	NCU05206	MF
GO:0007186	NCU05206	BP
GO:0005834	NCU05206	CC
GO:0003924	NCU05206	MF
GO:0031683	NCU05206	MF
GO:0007186	NCU05206	BP
GO:0019001	NCU05206	MF
GO:0007165	NCU05206	BP
GO:0022857	NCU05207	MF
GO:0055085	NCU05207	BP
GO:0022857	NCU05207	MF
GO:0042025	NCU05208	CC
GO:0008270	NCU05208	MF
GO:0000981	NCU05208	MF
GO:0006355	NCU05208	BP
GO:0006355	NCU05208	BP
GO:0016021	NCU05209	CC
GO:0003677	NCU05210	MF
GO:0006281	NCU05210	BP
GO:0003697	NCU05210	MF
GO:0006513	NCU05210	BP
GO:0061630	NCU05210	MF
GO:0006301	NCU05210	BP
GO:0005975	NCU05212	BP
GO:0016810	NCU05212	MF
GO:0005975	NCU05212	BP
GO:0003824	NCU05212	MF
GO:0032299	NCU05214	CC
GO:0006401	NCU05214	BP
GO:0003676	NCU05217	MF
GO:0008408	NCU05217	MF
GO:0006364	NCU05217	BP
GO:0016573	NCU05218	BP
GO:0004402	NCU05218	MF
GO:0035267	NCU05218	CC
GO:0016573	NCU05218	BP
GO:0004402	NCU05218	MF
GO:0006355	NCU05218	BP
GO:0016020	NCU06380	CC
GO:0055085	NCU06380	BP
GO:0046873	NCU06380	MF
GO:0030001	NCU06380	BP
GO:0005975	NCU06381	BP
GO:0004553	NCU06381	MF
GO:0016021	NCU06382	CC
GO:0055085	NCU06382	BP
GO:0042626	NCU06382	MF
GO:0005524	NCU06382	MF
GO:0016887	NCU06382	MF
GO:0005524	NCU06382	MF
GO:0016021	NCU06382	CC
GO:0005524	NCU06382	MF
GO:0016773	NCU06383	MF
GO:0006040	NCU06383	BP
GO:0009254	NCU06383	BP
GO:0005524	NCU06383	MF
GO:0022857	NCU06384	MF
GO:0055085	NCU06384	BP
GO:0016020	NCU06384	CC
GO:0022857	NCU06384	MF
GO:0016021	NCU06384	CC
GO:0022857	NCU06384	MF
GO:0055085	NCU06384	BP
GO:0005515	NCU06390	MF
GO:0005524	NCU06393	MF
GO:0006338	NCU06395	BP
GO:0031011	NCU06395	CC
GO:0016192	NCU06396	BP
GO:0003700	NCU06399	MF
GO:0006355	NCU06399	BP
GO:0016787	NCU06400	MF
GO:0016810	NCU06400	MF
GO:0006729	NCU06401	BP
GO:0008124	NCU06401	MF
GO:0005525	NCU06404	MF
GO:0005525	NCU06404	MF
GO:0003924	NCU06404	MF
GO:0005634	NCU06539	CC
GO:0006351	NCU06539	BP
GO:0000290	NCU06540	BP
GO:0006486	NCU06541	BP
GO:0000030	NCU06541	MF
GO:0016020	NCU06541	CC
GO:0005840	NCU06542	CC
GO:0006412	NCU06542	BP
GO:0003735	NCU06542	MF
GO:0003735	NCU06542	MF
GO:0006412	NCU06542	BP
GO:0015935	NCU06542	CC
GO:0055114	NCU06543	BP
GO:0050660	NCU06543	MF
GO:0016627	NCU06543	MF
GO:0055114	NCU06543	BP
GO:0016627	NCU06543	MF
GO:0003995	NCU06543	MF
GO:0055114	NCU06543	BP
GO:0004674	NCU06544	MF
GO:0006468	NCU06544	BP
GO:0005524	NCU06544	MF
GO:0035556	NCU06544	BP
GO:0004672	NCU06544	MF
GO:0006468	NCU06544	BP
GO:0005524	NCU06544	MF
GO:0007165	NCU06544	BP
GO:0006468	NCU06544	BP
GO:0004674	NCU06544	MF
GO:0005524	NCU06544	MF
GO:0004697	NCU06544	MF
GO:0009272	NCU06544	BP
GO:0004672	NCU06544	MF
GO:0006468	NCU06544	BP
GO:0005524	NCU06544	MF
GO:0042823	NCU06549	BP
GO:0004359	NCU06549	MF
GO:0042819	NCU06549	BP
GO:0042823	NCU06550	BP
GO:0042819	NCU06550	BP
GO:0003824	NCU06550	MF
GO:0030176	NCU06552	CC
GO:0000030	NCU06552	MF
GO:0003723	NCU06553	MF
GO:0003743	NCU06553	MF
GO:0006413	NCU06553	BP
GO:0003743	NCU06553	MF
GO:0006413	NCU06553	BP
GO:0016791	NCU06554	MF
GO:0016491	NCU06558	MF
GO:0055114	NCU06558	BP
GO:0071949	NCU06558	MF
GO:0046416	NCU06558	BP
GO:0003884	NCU06558	MF
GO:0055114	NCU06558	BP
GO:0003884	NCU06558	MF
GO:0050661	NCU06559	MF
GO:0051287	NCU06559	MF
GO:0055114	NCU06559	BP
GO:0016491	NCU06559	MF
GO:0055114	NCU06559	BP
GO:0055114	NCU06559	BP
GO:0051287	NCU06559	MF
GO:0008442	NCU06559	MF
GO:1990862	NCU06560	CC
GO:0070197	NCU06560	BP
GO:0003677	NCU06560	MF
GO:0005094	NCU06561	MF
GO:0005737	NCU06561	CC
GO:0016787	NCU06563	MF
GO:0000776	NCU06568	CC
GO:0031262	NCU06568	CC
GO:0016192	NCU06569	BP
GO:0030123	NCU06569	CC
GO:0016192	NCU06569	BP
GO:0006886	NCU06569	BP
GO:0016192	NCU06569	BP
GO:0030117	NCU06569	CC
GO:0051287	NCU07697	MF
GO:0016616	NCU07697	MF
GO:0055114	NCU07697	BP
GO:0000287	NCU07697	MF
GO:0004449	NCU07697	MF
GO:0006099	NCU07697	BP
GO:0055114	NCU07697	BP
GO:0016616	NCU07697	MF
GO:0055114	NCU07697	BP
GO:0000145	NCU07698	CC
GO:0006893	NCU07698	BP
GO:0006397	NCU07699	BP
GO:0046872	NCU07699	MF
GO:0003676	NCU07699	MF
GO:0003924	NCU07700	MF
GO:0005525	NCU07700	MF
GO:0005525	NCU07700	MF
GO:0006113	NCU07702	BP
GO:0016021	NCU07702	CC
GO:0005515	NCU07703	MF
GO:0016021	NCU07709	CC
GO:0006812	NCU07709	BP
GO:0055085	NCU07709	BP
GO:0008324	NCU07709	MF
GO:0035556	NCU07710	BP
GO:0005096	NCU07710	MF
GO:0016021	NCU07711	CC
GO:0055085	NCU07711	BP
GO:0003723	NCU07712	MF
GO:0005634	NCU07712	CC
GO:0003724	NCU07712	MF
GO:0005524	NCU07712	MF
GO:0003676	NCU07712	MF
GO:0005524	NCU07712	MF
GO:0005515	NCU07662	MF
GO:0035552	NCU07663	BP
GO:0051213	NCU07663	MF
GO:0006307	NCU07663	BP
GO:0006281	NCU07663	BP
GO:0008270	NCU07663	MF
GO:0016491	NCU07663	MF
GO:0055114	NCU07663	BP
GO:0005515	NCU07663	MF
GO:0022857	NCU07668	MF
GO:0022857	NCU07668	MF
GO:0055085	NCU07668	BP
GO:0042025	NCU07669	CC
GO:0008270	NCU07669	MF
GO:0000981	NCU07669	MF
GO:0006355	NCU07669	BP
GO:0003677	NCU07669	MF
GO:0005634	NCU07669	CC
GO:0006351	NCU07669	BP
GO:0008270	NCU07669	MF
GO:0003676	NCU07670	MF
GO:0005524	NCU07670	MF
GO:0005515	NCU07672	MF
GO:0042025	NCU07675	CC
GO:0008270	NCU07675	MF
GO:0000981	NCU07675	MF
GO:0006355	NCU07675	BP
GO:0051276	NCU07679	BP
GO:0005694	NCU07679	CC
GO:0005515	NCU07679	MF
GO:0005524	NCU07679	MF
GO:1902600	NCU07681	BP
GO:0015078	NCU07681	MF
GO:0033179	NCU07681	CC
GO:0000956	NCU07683	BP
GO:0000398	NCU07683	BP
GO:0006396	NCU07683	BP
GO:0005515	NCU07684	MF
GO:0035091	NCU06593	MF
GO:0005515	NCU06593	MF
GO:0000902	NCU06593	BP
GO:0000814	NCU06595	CC
GO:0043130	NCU06595	MF
GO:0032509	NCU06595	BP
GO:0032266	NCU06595	MF
GO:0043130	NCU06595	MF
GO:0016020	NCU06601	CC
GO:0055085	NCU06601	BP
GO:0006811	NCU06601	BP
GO:0005216	NCU06601	MF
GO:0005515	NCU06605	MF
GO:0006281	NCU06605	BP
GO:0003676	NCU06605	MF
GO:0005634	NCU06605	CC
GO:0055114	NCU06606	BP
GO:0008121	NCU06606	MF
GO:0051537	NCU06606	MF
GO:0055114	NCU06606	BP
GO:0016020	NCU06606	CC
GO:0051537	NCU06606	MF
GO:0055114	NCU06606	BP
GO:0051537	NCU06606	MF
GO:0003676	NCU06609	MF
GO:0005515	NCU06611	MF
GO:0015696	NCU06613	BP
GO:0008519	NCU06613	MF
GO:0016020	NCU06613	CC
GO:0042025	NCU06614	CC
GO:0008270	NCU06614	MF
GO:0000981	NCU06614	MF
GO:0006355	NCU06614	BP
GO:0008168	NCU06616	MF
GO:0005509	NCU06617	MF
GO:0008237	NCU06618	MF
GO:0004222	NCU06618	MF
GO:0006508	NCU06618	BP
GO:0005515	NCU06622	MF
GO:0046982	NCU06623	MF
GO:0055114	NCU06625	BP
GO:0016702	NCU06625	MF
GO:0005506	NCU06625	MF
GO:0004672	NCU06626	MF
GO:0006468	NCU06626	BP
GO:0005515	NCU06626	MF
GO:0004672	NCU06626	MF
GO:0006468	NCU06626	BP
GO:0005524	NCU06626	MF
GO:0004809	NCU06336	MF
GO:0003723	NCU06336	MF
GO:0008033	NCU06336	BP
GO:0016301	NCU06337	MF
GO:0003951	NCU06337	MF
GO:0003677	NCU06339	MF
GO:0005515	NCU06340	MF
GO:0003824	NCU06342	MF
GO:0004630	NCU06342	MF
GO:0048017	NCU06342	BP
GO:0006654	NCU06342	BP
GO:0005634	NCU06345	CC
GO:0006281	NCU06345	BP
GO:0008081	NCU06345	MF
GO:0000062	NCU06346	MF
GO:0005515	NCU06347	MF
GO:0005509	NCU06347	MF
GO:0007015	NCU06347	BP
GO:0006897	NCU06347	BP
GO:0046855	NCU06348	BP
GO:0046855	NCU06348	BP
GO:0008934	NCU06348	MF
GO:0055085	NCU06352	BP
GO:0005681	NCU06354	CC
GO:0000398	NCU06354	BP
GO:0006886	NCU06355	BP
GO:0008536	NCU06355	MF
GO:0016021	NCU06358	CC
GO:0022857	NCU06358	MF
GO:0055085	NCU06358	BP
GO:0022857	NCU06358	MF
GO:0022857	NCU06358	MF
GO:0055085	NCU06358	BP
GO:0016020	NCU06358	CC
GO:0000105	NCU06360	BP
GO:0004400	NCU06360	MF
GO:0030170	NCU06360	MF
GO:0009058	NCU06360	BP
GO:0016740	NCU06360	MF
GO:0003824	NCU06360	MF
GO:0016788	NCU06364	MF
GO:0003676	NCU06365	MF
GO:0005524	NCU06365	MF
GO:0016020	NCU06367	CC
GO:0003676	NCU06368	MF
GO:0016021	NCU06370	CC
GO:0016192	NCU06370	BP
GO:0016817	NCU06371	MF
GO:0016021	NCU06374	CC
GO:0016787	NCU06375	MF
GO:0008410	NCU07899	MF
GO:0016491	NCU07904	MF
GO:0008541	NCU07913	CC
GO:0043248	NCU07913	BP
GO:0006406	NCU07913	BP
GO:0006096	NCU07914	BP
GO:0004618	NCU07914	MF
GO:0004618	NCU07914	MF
GO:0006096	NCU07914	BP
GO:0016021	NCU07915	CC
GO:0071949	NCU07916	MF
GO:0022857	NCU07918	MF
GO:0022857	NCU07918	MF
GO:0055085	NCU07918	BP
GO:0008171	NCU07919	MF
GO:0005507	NCU07920	MF
GO:0016491	NCU07920	MF
GO:0005507	NCU07920	MF
GO:0055114	NCU07920	BP
GO:0055114	NCU07920	BP
GO:0016887	NCU07922	MF
GO:0005524	NCU07922	MF
GO:0005737	NCU07926	CC
GO:0000166	NCU07926	MF
GO:0004812	NCU07926	MF
GO:0006418	NCU07926	BP
GO:0005524	NCU07926	MF
GO:0006425	NCU07926	BP
GO:0005737	NCU07926	CC
GO:0000166	NCU07926	MF
GO:0004819	NCU07926	MF
GO:0005524	NCU07926	MF
GO:0004812	NCU07926	MF
GO:0043039	NCU07926	BP
GO:0005524	NCU07926	MF
GO:0006412	NCU07926	BP
GO:0043039	NCU07926	BP
GO:0000166	NCU07926	MF
GO:0004812	NCU07926	MF
GO:0005524	NCU07926	MF
GO:0000166	NCU07926	MF
GO:0004812	NCU07926	MF
GO:0006418	NCU07926	BP
GO:0005524	NCU07926	MF
GO:0070122	NCU07929	MF
GO:0008237	NCU07929	MF
GO:0005515	NCU07929	MF
GO:0005852	NCU07929	CC
GO:0003743	NCU07929	MF
GO:0005737	NCU07929	CC
GO:0055114	NCU07931	BP
GO:0051287	NCU07931	MF
GO:0051287	NCU07931	MF
GO:0016616	NCU07931	MF
GO:0055114	NCU07931	BP
GO:0005515	NCU07934	MF
GO:0005515	NCU07936	MF
GO:0022857	NCU07938	MF
GO:0055085	NCU07938	BP
GO:0022857	NCU07938	MF
GO:0008483	NCU07941	MF
GO:0006520	NCU07941	BP
GO:0030170	NCU07941	MF
GO:0003824	NCU07941	MF
GO:0009058	NCU07941	BP
GO:0030170	NCU07941	MF
GO:0009058	NCU07941	BP
GO:0003824	NCU07941	MF
GO:0030688	NCU07942	CC
GO:0006364	NCU07942	BP
GO:0004139	NCU07944	MF
GO:0005737	NCU07944	CC
GO:0009264	NCU07944	BP
GO:0016829	NCU07944	MF
GO:0004139	NCU07944	MF
GO:0003824	NCU07944	MF
GO:0016810	NCU07309	MF
GO:0006147	NCU07309	BP
GO:0008270	NCU07309	MF
GO:0008892	NCU07309	MF
GO:0016787	NCU07309	MF
GO:0003700	NCU07312	MF
GO:0006355	NCU07312	BP
GO:0005524	NCU07313	MF
GO:0019594	NCU07318	BP
GO:0055114	NCU07318	BP
GO:0008926	NCU07318	MF
GO:0055114	NCU07318	BP
GO:0016491	NCU07318	MF
GO:0055114	NCU07318	BP
GO:0055114	NCU07318	BP
GO:0003824	NCU07318	MF
GO:0005515	NCU07319	MF
GO:0006886	NCU07319	BP
GO:0016192	NCU07319	BP
GO:0030117	NCU07319	CC
GO:0005198	NCU07319	MF
GO:0016791	NCU07321	MF
GO:0016592	NCU07329	CC
GO:0003712	NCU07329	MF
GO:0006357	NCU07329	BP
GO:0016021	NCU07330	CC
GO:0004499	NCU07332	MF
GO:0050661	NCU07332	MF
GO:0055114	NCU07332	BP
GO:0050660	NCU07332	MF
GO:0005524	NCU07333	MF
GO:0022857	NCU07334	MF
GO:0055085	NCU07334	BP
GO:0016020	NCU07334	CC
GO:0016021	NCU07337	CC
GO:0000009	NCU07338	MF
GO:0030248	NCU07340	MF
GO:0005975	NCU07340	BP
GO:0005576	NCU07340	CC
GO:0005975	NCU07340	BP
GO:0004553	NCU07340	MF
GO:0005975	NCU07340	BP
GO:0030248	NCU07340	MF
GO:0005576	NCU07340	CC
GO:0003677	NCU08290	MF
GO:0006303	NCU08290	BP
GO:0003677	NCU08290	MF
GO:0005634	NCU08290	CC
GO:0003684	NCU08290	MF
GO:0006303	NCU08290	BP
GO:0000723	NCU08290	BP
GO:0043564	NCU08290	CC
GO:0042162	NCU08290	MF
GO:0003677	NCU08290	MF
GO:0006303	NCU08290	BP
GO:0003678	NCU08290	MF
GO:0006783	NCU08291	BP
GO:0004325	NCU08291	MF
GO:0022857	NCU08292	MF
GO:0055085	NCU08292	BP
GO:0003824	NCU08293	MF
GO:0042025	NCU08294	CC
GO:0008270	NCU08294	MF
GO:0000981	NCU08294	MF
GO:0006355	NCU08294	BP
GO:0003677	NCU08294	MF
GO:0005634	NCU08294	CC
GO:0006351	NCU08294	BP
GO:0008270	NCU08294	MF
GO:0003676	NCU08295	MF
GO:0006396	NCU08295	BP
GO:0003723	NCU08295	MF
GO:0005634	NCU08295	CC
GO:1990904	NCU08295	CC
GO:0006412	NCU08296	BP
GO:0003735	NCU08296	MF
GO:0015935	NCU08296	CC
GO:0003723	NCU08296	MF
GO:0019843	NCU08296	MF
GO:0009395	NCU08298	BP
GO:0004620	NCU08298	MF
GO:0006396	NCU08299	BP
GO:0004525	NCU08299	MF
GO:0016787	NCU08301	MF
GO:0004176	NCU08303	MF
GO:0006508	NCU08303	BP
GO:0005524	NCU08303	MF
GO:0006515	NCU08303	BP
GO:0004252	NCU08303	MF
GO:0005524	NCU08303	MF
GO:0004176	NCU08303	MF
GO:0004252	NCU08303	MF
GO:0006508	NCU08303	BP
GO:0030163	NCU08303	BP
GO:0004176	NCU08303	MF
GO:0004252	NCU08303	MF
GO:0005524	NCU08303	MF
GO:0022857	NCU08310	MF
GO:0016021	NCU08310	CC
GO:0055085	NCU08310	BP
GO:0022857	NCU08310	MF
GO:0055085	NCU08310	BP
GO:0016020	NCU08310	CC
GO:0016192	NCU08312	BP
GO:0006904	NCU08312	BP
GO:0055114	NCU08313	BP
GO:0009231	NCU08313	BP
GO:0008703	NCU08313	MF
GO:0071949	NCU08315	MF
GO:0016020	NCU08316	CC
GO:0003677	NCU08317	MF
GO:0000808	NCU08317	CC
GO:0005634	NCU08317	CC
GO:0006260	NCU08317	BP
GO:0016021	NCU08325	CC
GO:0022857	NCU08325	MF
GO:0055085	NCU08325	BP
GO:0022857	NCU08325	MF
GO:0016021	NCU08325	CC
GO:0005315	NCU08325	MF
GO:0006817	NCU08325	BP
GO:0005743	NCU08326	CC
GO:0005347	NCU08326	MF
GO:0055085	NCU08326	BP
GO:0032259	NCU08328	BP
GO:0003676	NCU08328	MF
GO:0008168	NCU08328	MF
GO:0005840	NCU08329	CC
GO:0006412	NCU08329	BP
GO:0003735	NCU08329	MF
GO:0030906	NCU06284	CC
GO:0042147	NCU06284	BP
GO:0015031	NCU06284	BP
GO:0004499	NCU06296	MF
GO:0050661	NCU06296	MF
GO:0055114	NCU06296	BP
GO:0050660	NCU06296	MF
GO:0006163	NCU06300	BP
GO:0004385	NCU06300	MF
GO:0016846	NCU06301	MF
GO:0055114	NCU06303	BP
GO:0016491	NCU06303	MF
GO:0022857	NCU06305	MF
GO:0022857	NCU06305	MF
GO:0055085	NCU06305	BP
GO:0005524	NCU06306	MF
GO:0000049	NCU06307	MF
GO:0003677	NCU06308	MF
GO:0003899	NCU06308	MF
GO:0006351	NCU06308	BP
GO:0003899	NCU06308	MF
GO:0140053	NCU06309	BP
GO:0016462	NCU06310	MF
GO:0005737	NCU06310	CC
GO:0031124	NCU06314	BP
GO:0033167	NCU06316	CC
GO:0031047	NCU06316	BP
GO:0016021	NCU06317	CC
GO:0004386	NCU06318	MF
GO:0003676	NCU06318	MF
GO:0003676	NCU06318	MF
GO:0005524	NCU06318	MF
GO:0016052	NCU06319	BP
GO:0008496	NCU06319	MF
GO:0003824	NCU06319	MF
GO:0003677	NCU06324	MF
GO:0005634	NCU06324	CC
GO:0006351	NCU06324	BP
GO:0008270	NCU06324	MF
GO:0042025	NCU06324	CC
GO:0008270	NCU06324	MF
GO:0000981	NCU06324	MF
GO:0006355	NCU06324	BP
GO:0008138	NCU06330	MF
GO:0006470	NCU06330	BP
GO:0008138	NCU06330	MF
GO:0016311	NCU06330	BP
GO:0016311	NCU06330	BP
GO:0016791	NCU06330	MF
GO:0019888	NCU06331	MF
GO:0030176	NCU06333	CC
GO:0015031	NCU06333	BP
GO:0005840	NCU06958	CC
GO:0003735	NCU06958	MF
GO:0006412	NCU06958	BP
GO:0006397	NCU06959	BP
GO:0003824	NCU06960	MF
GO:0003860	NCU06960	MF
GO:0005975	NCU06961	BP
GO:0004650	NCU06961	MF
GO:0016491	NCU06964	MF
GO:0055114	NCU06964	BP
GO:0003700	NCU06965	MF
GO:0006355	NCU06965	BP
GO:0005515	NCU06965	MF
GO:0016021	NCU06968	CC
GO:0008138	NCU06969	MF
GO:0016311	NCU06969	BP
GO:0016311	NCU06969	BP
GO:0004725	NCU06969	MF
GO:0003677	NCU06971	MF
GO:0005634	NCU06971	CC
GO:0006351	NCU06971	BP
GO:0008270	NCU06971	MF
GO:0042025	NCU06971	CC
GO:0008270	NCU06971	MF
GO:0000981	NCU06971	MF
GO:0006355	NCU06971	BP
GO:0005525	NCU06973	MF
GO:0003924	NCU06973	MF
GO:0005525	NCU06973	MF
GO:0000105	NCU06974	BP
GO:0004401	NCU06974	MF
GO:0003824	NCU06974	MF
GO:0055114	NCU06975	BP
GO:0004491	NCU06975	MF
GO:0008897	NCU06978	MF
GO:0000287	NCU06978	MF
GO:0016538	NCU06979	MF
GO:0042025	NCU06979	CC
GO:0006357	NCU06979	BP
GO:0000226	NCU06988	BP
GO:0007020	NCU06988	BP
GO:0000922	NCU06988	CC
GO:0043015	NCU06988	MF
GO:0005815	NCU06988	CC
GO:0043015	NCU06988	MF
GO:0042025	NCU06990	CC
GO:0008270	NCU06990	MF
GO:0000981	NCU06990	MF
GO:0006355	NCU06990	BP
GO:0003677	NCU06990	MF
GO:0005634	NCU06990	CC
GO:0006351	NCU06990	BP
GO:0008270	NCU06990	MF
GO:0006281	NCU06992	BP
GO:0030915	NCU06992	CC
GO:0005515	NCU06993	MF
GO:0051568	NCU06993	BP
GO:0048188	NCU06993	CC
GO:0005975	NCU06996	BP
GO:0016773	NCU06996	MF
GO:0005524	NCU06996	MF
GO:0005975	NCU06996	BP
GO:0001678	NCU06996	BP
GO:0004396	NCU06996	MF
GO:0005536	NCU06996	MF
GO:0005524	NCU06996	MF
GO:0016787	NCU06998	MF
GO:0000290	NCU06998	BP
GO:0016747	NCU07001	MF
GO:0009058	NCU07001	BP
GO:0006397	NCU07002	BP
GO:0006406	NCU07002	BP
GO:0000347	NCU07002	CC
GO:0005524	NCU07975	MF
GO:0008270	NCU07975	MF
GO:0003676	NCU07975	MF
GO:0016818	NCU07975	MF
GO:0033551	NCU07984	CC
GO:0005515	NCU07984	MF
GO:0022857	NCU07985	MF
GO:0055085	NCU07985	BP
GO:0016020	NCU07986	CC
GO:0030170	NCU07987	MF
GO:0019346	NCU07987	BP
GO:0003824	NCU07987	MF
GO:0004121	NCU07987	MF
GO:0071266	NCU07987	BP
GO:0005524	NCU07988	MF
GO:0015031	NCU07989	BP
GO:0035615	NCU07989	MF
GO:0016192	NCU07989	BP
GO:0030122	NCU07989	CC
GO:0072583	NCU07989	BP
GO:0008270	NCU07990	MF
GO:0003676	NCU07990	MF
GO:0015031	NCU07991	BP
GO:0046982	NCU07992	MF
GO:0006366	NCU07992	BP
GO:0008168	NCU07993	MF
GO:0032259	NCU07993	BP
GO:0008168	NCU07993	MF
GO:0005515	NCU07996	MF
GO:0006260	NCU07998	BP
GO:0005634	NCU07998	CC
GO:0043625	NCU07998	CC
GO:0016021	NCU07999	CC
GO:0006506	NCU07999	BP
GO:0051377	NCU07999	MF
GO:0006506	NCU07999	BP
GO:0016740	NCU07999	MF
GO:0005789	NCU07999	CC
GO:0003824	NCU07999	MF
GO:0008484	NCU07999	MF
GO:0006506	NCU07999	BP
GO:0051377	NCU07999	MF
GO:0005789	NCU07999	CC
GO:0042025	NCU08000	CC
GO:0008270	NCU08000	MF
GO:0000981	NCU08000	MF
GO:0006355	NCU08000	BP
GO:0003677	NCU08000	MF
GO:0005634	NCU08000	CC
GO:0006351	NCU08000	BP
GO:0008270	NCU08000	MF
GO:0005515	NCU08001	MF
GO:0016746	NCU08002	MF
GO:0005515	NCU08003	MF
GO:0009055	NCU08004	MF
GO:0050660	NCU08004	MF
GO:0016491	NCU08005	MF
GO:0055114	NCU08005	BP
GO:0003779	NCU08008	MF
GO:0007010	NCU08008	BP
GO:0003779	NCU08008	MF
GO:0007015	NCU08008	BP
GO:0000902	NCU08008	BP
GO:0003677	NCU08009	MF
GO:0005524	NCU08009	MF
GO:0006270	NCU08009	BP
GO:0042555	NCU08009	CC
GO:0003677	NCU08009	MF
GO:0005524	NCU08009	MF
GO:0006270	NCU08009	BP
GO:0003677	NCU08009	MF
GO:0006260	NCU08009	BP
GO:0005524	NCU08009	MF
GO:0003824	NCU08011	MF
GO:0008483	NCU08011	MF
GO:0030170	NCU08011	MF
GO:0000145	NCU08012	CC
GO:0006887	NCU08012	BP
GO:0006298	NCU08020	BP
GO:0005524	NCU08020	MF
GO:0006298	NCU08020	BP
GO:0030983	NCU08020	MF
GO:0005524	NCU08020	MF
GO:0032300	NCU08020	CC
GO:0016887	NCU08020	MF
GO:0006298	NCU08020	BP
GO:0016788	NCU08021	MF
GO:0006396	NCU08022	BP
GO:0016779	NCU08022	MF
GO:0003723	NCU08022	MF
GO:0032012	NCU08023	BP
GO:0005086	NCU08023	MF
GO:0016787	NCU08027	MF
GO:0016787	NCU08029	MF
GO:0006351	NCU08030	BP
GO:0002098	NCU08031	BP
GO:0033588	NCU08031	CC
GO:0000213	NCU08032	MF
GO:0006388	NCU08032	BP
GO:0000213	NCU08032	MF
GO:0000214	NCU08032	CC
GO:0000379	NCU08032	BP
GO:0004518	NCU08032	MF
GO:0003676	NCU08032	MF
GO:0006388	NCU08032	BP
GO:0003676	NCU08034	MF
GO:0042626	NCU08035	MF
GO:0005515	NCU08036	MF
GO:0006396	NCU08036	BP
GO:0007131	NCU08039	BP
GO:0061630	NCU08039	MF
GO:0000795	NCU08039	CC
GO:0042025	NCU08042	CC
GO:0008270	NCU08042	MF
GO:0000981	NCU08042	MF
GO:0006355	NCU08042	BP
GO:0003677	NCU08042	MF
GO:0005634	NCU08042	CC
GO:0006351	NCU08042	BP
GO:0008270	NCU08042	MF
GO:0016491	NCU08044	MF
GO:0006644	NCU08045	BP
GO:0004608	NCU08045	MF
GO:0003676	NCU08046	MF
GO:0005852	NCU08046	CC
GO:0003743	NCU08046	MF
GO:0005737	NCU08046	CC
GO:0016491	NCU08048	MF
GO:0055114	NCU08048	BP
GO:0006914	NCU06174	BP
GO:0003676	NCU07874	MF
GO:0005515	NCU06171	MF
GO:0005509	NCU06171	MF
GO:0006468	NCU05655	BP
GO:0004672	NCU05655	MF
GO:0005524	NCU05655	MF
GO:0004672	NCU05655	MF
GO:0006468	NCU05655	BP
GO:0005524	NCU05655	MF
GO:0004672	NCU05658	MF
GO:0006468	NCU05658	BP
GO:0005524	NCU05658	MF
GO:0005524	NCU05658	MF
GO:0006468	NCU05658	BP
GO:0004672	NCU05658	MF
GO:0016747	NCU08560	MF
GO:0005347	NCU08561	MF
GO:0055085	NCU08561	BP
GO:0042025	NCU08527	CC
GO:0008270	NCU08527	MF
GO:0000981	NCU08527	MF
GO:0006355	NCU08527	BP
GO:0005515	NCU05664	MF
GO:0005643	NCU07655	CC
GO:0006383	NCU07656	BP
GO:0032012	NCU07658	BP
