GO	GENE	CLASS
GO:0005086	NCU07658	MF
GO:0016746	NCU07659	MF
GO:0045254	NCU07659	CC
GO:0004742	NCU07659	MF
GO:0006090	NCU07659	BP
GO:0006486	NCU05680	BP
GO:0000030	NCU05680	MF
GO:0016020	NCU05680	CC
GO:0007165	NCU07622	BP
GO:0007264	NCU07622	BP
GO:0005096	NCU07622	MF
GO:0017160	NCU07622	MF
GO:0008483	NCU07623	MF
GO:0030170	NCU07623	MF
GO:0070403	NCU07624	MF
GO:0005975	NCU07626	BP
GO:0016301	NCU07626	MF
GO:0003676	NCU07878	MF
GO:0016021	NCU07879	CC
GO:0006812	NCU07879	BP
GO:0055085	NCU07879	BP
GO:0008324	NCU07879	MF
GO:0004672	NCU07880	MF
GO:0006468	NCU07880	BP
GO:0004672	NCU07880	MF
GO:0006468	NCU07880	BP
GO:0005524	NCU07880	MF
GO:0003723	NCU07883	MF
GO:0003676	NCU07883	MF
GO:0005347	NCU07884	MF
GO:0055085	NCU07884	BP
GO:0005515	NCU07885	MF
GO:0048188	NCU07885	CC
GO:0048500	NCU07886	CC
GO:0006614	NCU07886	BP
GO:0009263	NCU07887	BP
GO:0016491	NCU07887	MF
GO:0055114	NCU07887	BP
GO:0016787	NCU07889	MF
GO:0003723	NCU07889	MF
GO:0030145	NCU07889	MF
GO:0016787	NCU07889	MF
GO:0005515	NCU08563	MF
GO:0016787	NCU08568	MF
GO:0016021	NCU07607	CC
GO:0022857	NCU07607	MF
GO:0055085	NCU07607	BP
GO:0022857	NCU07607	MF
GO:0022857	NCU07609	MF
GO:0055085	NCU07609	BP
GO:0016491	NCU07610	MF
GO:0055114	NCU07610	BP
GO:0071949	NCU07619	MF
GO:0016491	NCU07619	MF
GO:0055114	NCU07619	BP
GO:0050660	NCU07619	MF
GO:0050660	NCU07619	MF
GO:0022857	NCU07620	MF
GO:0022857	NCU07620	MF
GO:0055085	NCU07620	BP
GO:0016021	NCU07621	CC
GO:0071577	NCU07621	BP
GO:0005385	NCU07621	MF
GO:0016020	NCU07621	CC
GO:0055085	NCU07621	BP
GO:0046873	NCU07621	MF
GO:0030001	NCU07621	BP
GO:0008138	NCU06252	MF
GO:0016311	NCU06252	BP
GO:0008138	NCU06252	MF
GO:0006470	NCU06252	BP
GO:0016311	NCU06252	BP
GO:0004725	NCU06252	MF
GO:0016311	NCU06252	BP
GO:0016791	NCU06252	MF
GO:0035091	NCU06259	MF
GO:0009116	NCU06261	BP
GO:0016021	NCU06262	CC
GO:0003677	NCU06264	MF
GO:0051103	NCU06264	BP
GO:0003910	NCU06264	MF
GO:0006281	NCU06264	BP
GO:0005524	NCU06264	MF
GO:0006310	NCU06264	BP
GO:0003910	NCU06264	MF
GO:0006281	NCU06264	BP
GO:0005524	NCU06264	MF
GO:0003677	NCU06264	MF
GO:0006310	NCU06264	BP
GO:0003910	NCU06264	MF
GO:0006281	NCU06264	BP
GO:0003909	NCU06264	MF
GO:0051103	NCU06264	BP
GO:0006310	NCU06264	BP
GO:0003910	NCU06264	MF
GO:0006281	NCU06264	BP
GO:0006310	NCU06264	BP
GO:0071897	NCU06264	BP
GO:0003910	NCU06264	MF
GO:0006281	NCU06264	BP
GO:0005524	NCU06264	MF
GO:0018024	NCU06266	MF
GO:0051726	NCU06266	BP
GO:0034729	NCU06266	BP
GO:0031151	NCU06266	MF
GO:0005634	NCU06266	CC
GO:0006348	NCU06266	BP
GO:0018024	NCU06266	MF
GO:0031493	NCU06266	MF
GO:0034729	NCU06266	BP
GO:0006281	NCU06266	BP
GO:0000077	NCU06266	BP
GO:0005515	NCU06268	MF
GO:0006886	NCU06268	BP
GO:0005737	NCU06268	CC
GO:0006886	NCU06268	BP
GO:0007033	NCU06268	BP
GO:0005515	NCU06269	MF
GO:0004222	NCU06270	MF
GO:0006508	NCU06270	BP
GO:0046872	NCU06270	MF
GO:0003824	NCU06270	MF
GO:0005515	NCU06272	MF
GO:0003676	NCU06272	MF
GO:0006396	NCU06272	BP
GO:0005515	NCU06276	MF
GO:0000226	NCU06277	BP
GO:0008017	NCU06277	MF
GO:0005852	NCU06279	CC
GO:0003743	NCU06279	MF
GO:0005737	NCU06279	CC
GO:0045454	NCU05731	BP
GO:0042025	NCU05733	CC
GO:0008270	NCU05733	MF
GO:0000981	NCU05733	MF
GO:0006355	NCU05733	BP
GO:0022857	NCU05735	MF
GO:0022857	NCU05735	MF
GO:0055085	NCU05735	BP
GO:0015934	NCU05714	CC
GO:0003735	NCU05714	MF
GO:0006412	NCU05714	BP
GO:0015934	NCU05714	CC
GO:0006412	NCU05714	BP
GO:0003735	NCU05714	MF
GO:0005515	NCU05716	MF
GO:0005840	NCU05717	CC
GO:0003735	NCU05717	MF
GO:0006412	NCU05717	BP
GO:0019843	NCU05717	MF
GO:0004672	NCU05722	MF
GO:0006468	NCU05722	BP
GO:0005524	NCU05722	MF
GO:0005524	NCU05722	MF
GO:0019901	NCU05726	MF
GO:0000079	NCU05726	BP
GO:0003676	NCU06199	MF
GO:0003723	NCU06199	MF
GO:0004672	NCU06202	MF
GO:0006468	NCU06202	BP
GO:0005524	NCU06202	MF
GO:0004672	NCU06202	MF
GO:0006468	NCU06202	BP
GO:0005515	NCU06205	MF
GO:0016491	NCU06207	MF
GO:0008610	NCU06207	BP
GO:0055114	NCU06207	BP
GO:0005506	NCU06207	MF
GO:0005840	NCU06210	CC
GO:0006412	NCU06210	BP
GO:0003735	NCU06210	MF
GO:0048193	NCU06212	BP
GO:0043087	NCU06212	BP
GO:0006506	NCU06215	BP
GO:0051377	NCU06215	MF
GO:0003824	NCU06215	MF
GO:0000796	NCU06216	CC
GO:0007076	NCU06216	BP
GO:0003676	NCU06217	MF
GO:0015095	NCU06218	MF
GO:0016021	NCU06218	CC
GO:0015693	NCU06218	BP
GO:0030246	NCU07817	MF
GO:0008171	NCU07818	MF
GO:0016491	NCU07819	MF
GO:0055114	NCU07819	BP
GO:0022857	NCU07820	MF
GO:0022857	NCU07820	MF
GO:0055085	NCU07820	BP
GO:0004499	NCU07821	MF
GO:0050661	NCU07821	MF
GO:0055114	NCU07821	BP
GO:0050660	NCU07821	MF
GO:0055114	NCU07821	BP
GO:0050660	NCU07821	MF
GO:0050661	NCU07821	MF
GO:0030411	NCU07823	MF
GO:0006582	NCU07823	BP
GO:0032865	NCU07824	CC
GO:0007005	NCU07824	BP
GO:0005515	NCU07825	MF
GO:0005840	NCU07826	CC
GO:0006412	NCU07826	BP
GO:0003735	NCU07826	MF
GO:0003735	NCU07829	MF
GO:0000463	NCU07829	BP
GO:0022625	NCU07829	CC
GO:0005840	NCU07830	CC
GO:0003735	NCU07830	MF
GO:0006412	NCU07830	BP
GO:0005852	NCU07831	CC
GO:0003723	NCU07831	MF
GO:0003743	NCU07831	MF
GO:0031369	NCU07831	MF
GO:0006413	NCU07831	BP
GO:0005852	NCU07831	CC
GO:0003743	NCU07831	MF
GO:0031369	NCU07831	MF
GO:0006413	NCU07831	BP
GO:0003723	NCU07832	MF
GO:0005681	NCU07832	CC
GO:0000398	NCU07832	BP
GO:0017070	NCU07832	MF
GO:0000398	NCU07832	BP
GO:0030623	NCU07832	MF
GO:0070122	NCU07832	MF
GO:0008237	NCU07832	MF
GO:0005515	NCU07832	MF
GO:0005524	NCU07837	MF
GO:0003676	NCU07839	MF
GO:0005524	NCU07839	MF
GO:0046872	NCU07584	MF
GO:0003677	NCU07584	MF
GO:0006281	NCU07584	BP
GO:0055114	NCU07585	BP
GO:0019354	NCU07585	BP
GO:0006779	NCU07585	BP
GO:0043115	NCU07585	MF
GO:0019354	NCU07585	BP
GO:0004325	NCU07585	MF
GO:0005515	NCU07587	MF
GO:0003677	NCU07587	MF
GO:0008080	NCU07589	MF
GO:0016787	NCU07590	MF
GO:0009166	NCU07590	BP
GO:0016787	NCU07590	MF
GO:0016787	NCU07597	MF
GO:0005634	NCU07604	CC
GO:0005779	NCU06175	CC
GO:0007031	NCU06175	BP
GO:0004672	NCU06177	MF
GO:0006468	NCU06177	BP
GO:0005524	NCU06177	MF
GO:0004672	NCU06177	MF
GO:0006468	NCU06177	BP
GO:0005524	NCU06177	MF
GO:0004672	NCU06179	MF
GO:0006468	NCU06179	BP
GO:0005524	NCU06179	MF
GO:0004672	NCU06179	MF
GO:0006468	NCU06179	BP
GO:0005524	NCU06179	MF
GO:0004672	NCU06182	MF
GO:0006468	NCU06182	BP
GO:0005524	NCU06182	MF
GO:0007165	NCU06182	BP
GO:0005515	NCU06182	MF
GO:0004672	NCU06182	MF
GO:0006468	NCU06182	BP
GO:0005524	NCU06182	MF
GO:0006886	NCU06183	BP
GO:0016192	NCU06183	BP
GO:0005515	NCU06183	MF
GO:0009152	NCU06187	BP
GO:0004018	NCU06187	MF
GO:0003824	NCU06187	MF
GO:0003824	NCU06189	MF
GO:0030170	NCU06189	MF
GO:0033014	NCU06189	BP
GO:0003870	NCU06189	MF
GO:0030170	NCU06189	MF
GO:0009058	NCU06189	BP
GO:0016740	NCU06189	MF
GO:0005524	NCU06190	MF
GO:0016192	NCU06192	BP
GO:0006904	NCU06192	BP
GO:0032865	NCU06193	CC
GO:0007005	NCU06193	BP
GO:0008289	NCU06193	MF
GO:0005524	NCU08535	MF
GO:0046872	NCU08535	MF
GO:0005524	NCU08535	MF
GO:0016874	NCU08535	MF
GO:0006633	NCU08535	BP
GO:0003989	NCU08535	MF
GO:0005524	NCU08535	MF
GO:0003824	NCU08549	MF
GO:0005515	NCU08551	MF
GO:0042799	NCU08551	MF
GO:0034770	NCU08551	BP
GO:0005840	NCU08552	CC
GO:0003735	NCU08552	MF
GO:0006412	NCU08552	BP
GO:0015934	NCU08552	CC
GO:0003735	NCU08552	MF
GO:0006412	NCU08552	BP
GO:0006351	NCU08553	BP
GO:0008270	NCU08553	MF
GO:0003676	NCU08553	MF
GO:0006351	NCU08553	BP
GO:0006379	NCU08553	BP
GO:0005515	NCU08554	MF
GO:0003755	NCU08554	MF
GO:0003824	NCU05683	MF
GO:0009082	NCU05683	BP
GO:0004160	NCU05683	MF
GO:0005975	NCU05686	BP
GO:0004553	NCU05686	MF
GO:0016798	NCU05686	MF
GO:0005618	NCU05686	CC
GO:0071555	NCU05686	BP
GO:0004129	NCU05689	MF
GO:0005740	NCU05689	CC
GO:0003924	NCU05693	MF
GO:0005525	NCU05693	MF
GO:0005525	NCU05693	MF
GO:0050504	NCU05700	MF
GO:0005737	NCU05700	CC
GO:0051479	NCU05700	BP
GO:0005515	NCU05706	MF
GO:0071949	NCU05708	MF
GO:0005634	NCU06222	CC
GO:0006281	NCU06222	BP
GO:0008081	NCU06222	MF
GO:0003824	NCU06222	MF
GO:0005840	NCU06226	CC
GO:0006412	NCU06226	BP
GO:0003735	NCU06226	MF
GO:0000287	NCU06228	MF
GO:0043874	NCU06228	MF
GO:0019509	NCU06228	BP
GO:0019509	NCU06228	BP
GO:0016787	NCU06228	MF
GO:0004672	NCU06230	MF
GO:0006468	NCU06230	BP
GO:0005524	NCU06230	MF
GO:0004672	NCU06230	MF
GO:0006468	NCU06230	BP
GO:0003862	NCU06232	MF
GO:0055114	NCU06232	BP
GO:0009098	NCU06232	BP
GO:0016616	NCU06232	MF
GO:0055114	NCU06232	BP
GO:0051287	NCU06232	MF
GO:0016616	NCU06232	MF
GO:0055114	NCU06232	BP
GO:0000287	NCU06232	MF
GO:0048188	NCU06233	CC
GO:0006338	NCU06238	BP
GO:0031011	NCU06238	CC
GO:0005524	NCU06240	MF
GO:0004672	NCU06240	MF
GO:0006468	NCU06240	BP
GO:0005524	NCU06240	MF
GO:0004672	NCU06240	MF
GO:0006468	NCU06240	BP
GO:0004674	NCU06240	MF
GO:0006468	NCU06240	BP
GO:0005524	NCU06240	MF
GO:0016020	NCU06242	CC
GO:0072321	NCU06244	BP
GO:0005758	NCU06244	CC
GO:0006629	NCU06245	BP
GO:0004435	NCU06245	MF
GO:0035556	NCU06245	BP
GO:0007165	NCU06245	BP
GO:0006629	NCU06245	BP
GO:0008081	NCU06245	MF
GO:0035556	NCU06245	BP
GO:0003676	NCU06246	MF
GO:0005524	NCU06246	MF
GO:0006606	NCU06248	BP
GO:0004672	NCU06249	MF
GO:0006468	NCU06249	BP
GO:0005524	NCU06249	MF
GO:0004672	NCU06249	MF
GO:0006468	NCU06249	BP
GO:0005515	NCU06250	MF
GO:0000814	NCU07843	CC
GO:0071985	NCU07843	BP
GO:0005515	NCU07850	MF
GO:0046872	NCU07851	MF
GO:0006801	NCU07851	BP
GO:0046872	NCU07851	MF
GO:0030001	NCU07851	BP
GO:0005840	NCU07852	CC
GO:0003735	NCU07852	MF
GO:0006412	NCU07852	BP
GO:0006144	NCU07853	BP
GO:0055114	NCU07853	BP
GO:0004846	NCU07853	MF
GO:0007165	NCU07854	BP
GO:0031929	NCU07854	BP
GO:0031932	NCU07854	CC
GO:0006338	NCU07855	BP
GO:0000228	NCU07855	CC
GO:0005840	NCU07857	CC
GO:0006412	NCU07857	BP
GO:0003735	NCU07857	MF
GO:0005975	NCU07860	BP
GO:0003824	NCU07860	MF
GO:0022857	NCU07861	MF
GO:0055085	NCU07861	BP
GO:0016020	NCU07861	CC
GO:0016021	NCU07861	CC
GO:0022857	NCU07861	MF
GO:0055085	NCU07861	BP
GO:0022857	NCU07861	MF
GO:0005515	NCU07864	MF
GO:0005681	NCU07866	CC
GO:0000398	NCU07866	BP
GO:0006260	NCU07870	BP
GO:0003887	NCU07870	MF
GO:0003676	NCU07870	MF
GO:0003677	NCU07870	MF
GO:0000166	NCU07870	MF
GO:0003887	NCU07870	MF
GO:0003676	NCU07870	MF
GO:0000166	NCU07870	MF
GO:0003676	NCU07870	MF
GO:0000166	NCU07870	MF
GO:0005515	NCU07871	MF
GO:0004672	NCU07872	MF
GO:0006468	NCU07872	BP
GO:0005524	NCU07872	MF
GO:0005524	NCU07872	MF
GO:0004672	NCU07872	MF
GO:0006468	NCU07872	BP
GO:0009116	NCU09634	BP
GO:0005525	NCU08477	MF
GO:0003924	NCU08477	MF
GO:0005525	NCU08477	MF
GO:0003700	NCU08480	MF
GO:0042025	NCU08480	CC
GO:0006355	NCU08480	BP
GO:0043565	NCU08480	MF
GO:0006508	NCU08473	BP
GO:0008236	NCU08473	MF
GO:0016787	NCU08473	MF
GO:0004252	NCU08473	MF
GO:0006508	NCU08473	BP
GO:0005515	NCU08484	MF
GO:0005515	NCU08485	MF
GO:0005515	NCU09495	MF
GO:0003700	NCU08512	MF
GO:0042025	NCU08512	CC
GO:0006355	NCU08512	BP
GO:0043565	NCU08512	MF
GO:0003755	NCU08514	MF
GO:0006457	NCU08514	BP
GO:0000413	NCU08514	BP
GO:0003755	NCU08514	MF
GO:1902600	NCU08515	BP
GO:0046034	NCU08515	BP
GO:0005524	NCU08515	MF
GO:1902600	NCU08515	BP
GO:0033180	NCU08515	CC
GO:0005975	NCU08516	BP
GO:0016853	NCU08516	MF
GO:0030246	NCU08516	MF
GO:0030246	NCU08516	MF
GO:0005975	NCU08516	BP
GO:0003824	NCU08516	MF
GO:0003676	NCU08518	MF
GO:0006434	NCU09594	BP
GO:0004828	NCU09594	MF
GO:0000166	NCU09594	MF
GO:0005524	NCU09594	MF
GO:0000166	NCU09594	MF
GO:0004812	NCU09594	MF
GO:0006418	NCU09594	BP
GO:0005524	NCU09594	MF
GO:0000166	NCU09594	MF
GO:0055085	NCU09595	BP
GO:0016020	NCU09595	CC
GO:0005509	NCU09595	MF
GO:0003676	NCU09598	MF
GO:0000002	NCU09598	BP
GO:0031305	NCU09598	CC
GO:0022857	NCU08425	MF
GO:0055085	NCU08425	BP
GO:0022857	NCU08425	MF
GO:0020037	NCU05376	MF
GO:0055114	NCU05376	BP
GO:0005506	NCU05376	MF
GO:0016705	NCU05376	MF
GO:0020037	NCU05376	MF
GO:0004497	NCU05376	MF
GO:0055114	NCU05376	BP
GO:0005506	NCU05376	MF
GO:0016705	NCU05376	MF
GO:0055114	NCU05376	BP
GO:0016705	NCU05376	MF
GO:0042025	NCU05383	CC
GO:0008270	NCU05383	MF
GO:0000981	NCU05383	MF
GO:0006355	NCU05383	BP
GO:0003677	NCU05383	MF
GO:0005634	NCU05383	CC
GO:0006351	NCU05383	BP
GO:0008270	NCU05383	MF
GO:0006298	NCU05385	BP
GO:0005524	NCU05385	MF
GO:0006298	NCU05385	BP
GO:0032300	NCU05385	CC
GO:0016887	NCU05385	MF
GO:0006298	NCU05385	BP
GO:0006807	NCU05387	BP
GO:0051382	NCU09478	BP
GO:0006281	NCU09478	BP
GO:0046982	NCU09478	MF
GO:0005515	NCU09482	MF
GO:0004190	NCU09484	MF
GO:0006508	NCU09484	BP
GO:0005975	NCU09486	BP
GO:0003824	NCU09486	MF
GO:0005509	NCU09486	MF
GO:0005975	NCU09486	BP
GO:0004553	NCU09486	MF
GO:0000055	NCU09488	BP
GO:0042273	NCU09488	BP
GO:0030036	NCU09488	BP
GO:0003824	NCU09489	MF
GO:0005515	NCU09490	MF
GO:0016787	NCU09491	MF
GO:0005576	NCU09491	CC
GO:0030123	NCU09461	CC
GO:0006896	NCU09461	BP
GO:0015031	NCU09461	BP
GO:0002161	NCU09463	MF
GO:0006418	NCU09463	BP
GO:0006429	NCU09463	BP
GO:0000166	NCU09463	MF
GO:0004823	NCU09463	MF
GO:0005524	NCU09463	MF
GO:0000166	NCU09463	MF
GO:0004812	NCU09463	MF
GO:0006418	NCU09463	BP
GO:0005524	NCU09463	MF
GO:0004812	NCU09463	MF
GO:0006418	NCU09463	BP
GO:0005525	NCU09468	MF
GO:0007017	NCU09468	BP
GO:0005874	NCU09468	CC
GO:0005200	NCU09468	MF
GO:0003924	NCU09468	MF
GO:0005874	NCU09468	CC
GO:0007017	NCU09468	BP
GO:0005525	NCU09468	MF
GO:0005874	NCU09468	CC
GO:0007017	NCU09468	BP
GO:0005509	NCU09469	MF
GO:0005515	NCU09469	MF
GO:0016491	NCU09473	MF
GO:0008080	NCU09474	MF
GO:0004343	NCU09474	MF
GO:0006048	NCU09474	BP
GO:0006412	NCU09475	BP
GO:0006412	NCU09475	BP
GO:0003735	NCU09475	MF
GO:0003723	NCU09475	MF
GO:0003735	NCU09475	MF
GO:0006412	NCU09475	BP
GO:0015935	NCU09475	CC
GO:0071949	NCU08393	MF
GO:0055085	NCU08397	BP
GO:0030246	NCU08398	MF
GO:0005975	NCU08398	BP
GO:0003824	NCU08398	MF
GO:0005975	NCU08398	BP
GO:0016853	NCU08398	MF
GO:0030246	NCU08398	MF
GO:0008612	NCU05418	BP
GO:0016833	NCU05419	MF
GO:0003824	NCU05419	MF
GO:0009073	NCU05420	BP
GO:0004107	NCU05420	MF
GO:0006886	NCU05422	BP
GO:0016192	NCU05422	BP
GO:0005515	NCU05422	MF
GO:0000439	NCU05423	CC
GO:0006289	NCU05423	BP
GO:0006351	NCU05423	BP
GO:0030976	NCU05425	MF
GO:0006099	NCU05425	BP
GO:0055114	NCU05425	BP
GO:0004591	NCU05425	MF
GO:0016624	NCU05425	MF
GO:0005515	NCU05426	MF
GO:0016226	NCU05426	BP
GO:0097361	NCU05426	CC
GO:1902600	NCU05430	BP
GO:0046034	NCU05430	BP
GO:0005524	NCU05430	MF
GO:0015986	NCU05430	BP
GO:0046933	NCU05430	MF
GO:0045261	NCU05430	CC
GO:0006260	NCU05433	BP
GO:0000808	NCU05433	CC
GO:0005634	NCU05433	CC
GO:0055114	NCU05340	BP
GO:0016705	NCU05340	MF
GO:0055114	NCU08402	BP
GO:0016491	NCU08402	MF
GO:0008270	NCU08402	MF
GO:0055114	NCU08402	BP
GO:0016491	NCU08402	MF
GO:0005515	NCU08403	MF
GO:0003824	NCU08404	MF
GO:0031177	NCU08404	MF
GO:0016567	NCU08405	BP
GO:0004842	NCU08405	MF
GO:0022857	NCU08407	MF
GO:0055085	NCU08407	BP
GO:0022857	NCU08407	MF
GO:0016020	NCU08408	CC
GO:0006568	NCU08409	BP
GO:0004834	NCU08409	MF
GO:0000162	NCU08409	BP
GO:0004834	NCU08409	MF
GO:0004834	NCU08409	MF
GO:0003824	NCU08409	MF
GO:0003735	NCU08410	MF
GO:0005840	NCU08410	CC
GO:0003735	NCU08410	MF
GO:0006412	NCU08410	BP
GO:0005975	NCU08412	BP
GO:0004553	NCU08412	MF
GO:0008080	NCU08413	MF
GO:0004672	NCU08414	MF
GO:0006468	NCU08414	BP
GO:0005524	NCU08414	MF
GO:0005524	NCU08414	MF
GO:0021520	NCU08449	BP
GO:0005199	NCU08457	MF
GO:0009277	NCU08457	CC
GO:0005519	NCU08468	MF
GO:0051125	NCU08468	BP
GO:0005524	NCU08471	MF
GO:0006099	NCU08471	BP
GO:0003824	NCU08471	MF
GO:0005840	NCU06843	CC
GO:0003735	NCU06843	MF
GO:0006412	NCU06843	BP
GO:0016021	NCU06846	CC
GO:0022857	NCU06846	MF
GO:0055085	NCU06846	BP
GO:0022857	NCU06846	MF
GO:0022857	NCU06846	MF
GO:0055085	NCU06846	BP
GO:0016020	NCU06846	CC
GO:0022857	NCU06847	MF
GO:0022857	NCU06847	MF
GO:0055085	NCU06847	BP
GO:0003678	NCU06854	MF
GO:0005524	NCU06854	MF
GO:0043139	NCU06854	MF
GO:0035267	NCU06854	CC
GO:0043139	NCU06854	MF
GO:0097255	NCU06854	CC
GO:0031011	NCU06854	CC
GO:0005515	NCU06855	MF
GO:0005682	NCU06855	CC
GO:0006511	NCU06856	BP
GO:0046855	NCU05342	BP
GO:0022857	NCU05350	MF
GO:0055085	NCU05350	BP
GO:0016020	NCU05350	CC
GO:0016021	NCU05350	CC
GO:0022857	NCU05350	MF
GO:0055085	NCU05350	BP
GO:0022857	NCU05350	MF
GO:0016021	NCU05360	CC
GO:0055085	NCU05360	BP
GO:0030163	NCU05363	BP
GO:0016787	NCU05363	MF
GO:0005737	NCU05363	CC
GO:0005524	NCU05363	MF
GO:0006470	NCU05364	BP
GO:0004725	NCU05364	MF
GO:0016311	NCU05364	BP
GO:0016791	NCU05364	MF
GO:0016311	NCU05364	BP
GO:0004725	NCU05364	MF
GO:0016787	NCU09600	MF
GO:0003723	NCU09608	MF
GO:0004523	NCU09608	MF
GO:0003676	NCU09608	MF
GO:0004523	NCU09608	MF
GO:0051382	NCU09609	BP
GO:0019237	NCU09609	MF
GO:0000776	NCU09609	CC
GO:0005525	NCU09610	MF
GO:0005515	NCU09613	MF
GO:0042025	NCU09615	CC
GO:0008270	NCU09615	MF
GO:0000981	NCU09615	MF
GO:0006355	NCU09615	BP
GO:0016592	NCU09616	CC
GO:0003712	NCU09616	MF
GO:0006357	NCU09616	BP
GO:0006147	NCU09621	BP
GO:0008270	NCU09621	MF
GO:0008892	NCU09621	MF
GO:0016810	NCU09621	MF
GO:0016787	NCU09621	MF
GO:0003993	NCU09631	MF
GO:0046872	NCU09631	MF
GO:0005524	NCU08427	MF
GO:0006260	NCU08427	BP
GO:0003677	NCU08427	MF
GO:0022857	NCU08428	MF
GO:0055085	NCU08428	BP
GO:0022857	NCU08428	MF
GO:0008270	NCU08434	MF
GO:0009086	NCU08434	BP
GO:0003871	NCU08434	MF
GO:0003968	NCU08435	MF
GO:0003676	NCU08435	MF
GO:0016021	NCU08439	CC
GO:0055085	NCU08439	BP
GO:0042626	NCU08439	MF
GO:0005524	NCU08439	MF
GO:0016887	NCU08439	MF
GO:0005524	NCU08439	MF
GO:0016021	NCU08439	CC
GO:0005524	NCU08439	MF
GO:0008080	NCU08440	MF
GO:0031177	NCU08441	MF
GO:0003824	NCU08441	MF
GO:0042025	NCU08443	CC
GO:0008270	NCU08443	MF
GO:0000981	NCU08443	MF
GO:0006355	NCU08443	BP
GO:0003677	NCU08443	MF
GO:0005634	NCU08443	CC
GO:0006351	NCU08443	BP
GO:0008270	NCU08443	MF
GO:0030001	NCU08489	BP
GO:0016020	NCU08489	CC
GO:0046873	NCU08489	MF
GO:0016021	NCU08490	CC
GO:0055085	NCU08490	BP
GO:0004842	NCU08501	MF
GO:0008270	NCU08507	MF
GO:0005634	NCU05452	CC
GO:0006072	NCU05454	BP
GO:0009331	NCU05454	CC
GO:0004368	NCU05454	MF
GO:0055114	NCU05454	BP
GO:0016491	NCU05454	MF
GO:0055114	NCU05454	BP
GO:0004129	NCU05457	MF
GO:0006974	NCU05458	BP
GO:0031297	NCU05458	BP
GO:0005634	NCU05458	CC
GO:0006281	NCU05458	BP
GO:0005524	NCU05459	MF
GO:0008234	NCU05389	MF
GO:0006508	NCU05389	BP
GO:0022857	NCU05394	MF
GO:0022857	NCU05394	MF
GO:0055085	NCU05394	BP
GO:0003824	NCU05410	MF
GO:0008483	NCU05410	MF
GO:0030170	NCU05410	MF
GO:0008483	NCU05410	MF
GO:0006525	NCU05410	BP
GO:0042025	NCU05411	CC
GO:0008270	NCU05411	MF
GO:0000981	NCU05411	MF
GO:0006355	NCU05411	BP
GO:0003677	NCU05411	MF
GO:0005634	NCU05411	CC
GO:0006351	NCU05411	BP
GO:0008270	NCU05411	MF
GO:0042025	NCU05414	CC
GO:0008270	NCU05414	MF
GO:0000981	NCU05414	MF
GO:0006355	NCU05414	BP
GO:0004386	NCU06735	MF
GO:0005515	NCU06738	MF
GO:0006888	NCU06738	BP
GO:0003723	NCU06739	MF
GO:0003676	NCU06739	MF
GO:0005739	NCU06741	CC
GO:0046983	NCU06744	MF
GO:0033617	NCU06748	BP
GO:0005840	NCU06749	CC
GO:0006412	NCU06749	BP
GO:0003735	NCU06749	MF
GO:0005840	NCU06749	CC
GO:0003735	NCU06749	MF
GO:0006412	NCU06749	BP
GO:0008270	NCU06754	MF
GO:0003677	NCU06757	MF
GO:0006281	NCU06757	BP
GO:0006281	NCU06757	BP
GO:0006281	NCU06757	BP
GO:0003684	NCU06757	MF
GO:0005515	NCU06758	MF
GO:0004672	NCU06760	MF
GO:0016772	NCU06760	MF
GO:0016310	NCU06760	BP
GO:0003824	NCU06761	MF
GO:0030170	NCU06761	MF
GO:0019752	NCU06761	BP
GO:0016831	NCU06761	MF
GO:0016757	NCU06762	MF
GO:0016021	NCU06762	CC
GO:0008270	NCU06763	MF
GO:0005839	NCU06764	CC
GO:0051603	NCU06764	BP
GO:0019773	NCU06764	CC
GO:0006511	NCU06764	BP
GO:0019773	NCU06764	CC
GO:0006396	NCU06766	BP
GO:0004525	NCU06766	MF
GO:0016891	NCU06766	MF
GO:0005524	NCU06767	MF
GO:0005663	NCU06767	CC
GO:0006260	NCU06767	BP
GO:0003689	NCU06767	MF
GO:0005524	NCU06767	MF
GO:0005663	NCU06767	CC
GO:0006260	NCU06767	BP
GO:0003689	NCU06767	MF
GO:0006281	NCU06767	BP
GO:0005524	NCU06767	MF
GO:0006260	NCU06767	BP
GO:0003677	NCU06767	MF
GO:0005840	NCU06768	CC
GO:0006412	NCU06768	BP
GO:0003735	NCU06768	MF
GO:0006412	NCU06768	BP
GO:0003735	NCU06768	MF
GO:0019843	NCU06768	MF
GO:0005840	NCU06768	CC
GO:0003735	NCU06768	MF
GO:0006412	NCU06768	BP
GO:0006260	NCU06769	BP
GO:0003677	NCU06769	MF
GO:0005515	NCU08701	MF
GO:0005525	NCU08701	MF
GO:0005737	NCU08703	CC
GO:0004427	NCU08703	MF
GO:0000287	NCU08703	MF
GO:0006796	NCU08703	BP
GO:0005737	NCU08703	CC
GO:0004427	NCU08703	MF
GO:0006796	NCU08703	BP
GO:0000287	NCU08703	MF
GO:0005524	NCU08706	MF
GO:0003677	NCU08706	MF
GO:0006281	NCU08706	BP
GO:0006260	NCU08706	BP
GO:0003677	NCU08706	MF
GO:0051536	NCU08707	MF
GO:0097428	NCU08707	BP
GO:0005198	NCU08707	MF
GO:0022857	NCU08715	MF
GO:0055085	NCU08715	BP
GO:0022857	NCU08715	MF
GO:0020037	NCU08716	MF
